step_size,ticker,horizon,model_name,total_return,cagr,sharpe,sortino,max_drawdown,turnover,win_rate,observations
2,MWG,long_6m,cart,618.3665771368327,179.34487641777832,5.691568401549109,1000000.0,0.0,9.0,1.0,90
2,MWG,long_6m,stacking_final,14311.778491010438,2280.0644194781576,8.534495868965438,113.19226736657644,-0.039081152683805076,13.0,0.9545454545454546,90
2,MWG,short_10d,cart,0.9968935836047073,0.7486760810137376,1.4721447319769345,1.2987656732067092,-0.5341778171524294,18.0,0.6166666666666667,148
2,MWG,short_10d,stacking_final,0.19635213101049587,0.15588852116600704,0.5595972281032319,0.6835587607083998,-0.5341778171524294,6.0,0.5321100917431193,148
2,MWG,short_20d,cart,1.8887191902712428,1.3565928661795805,1.7142831214862189,1.6730260253150557,-0.5990531012420484,19.0,0.6229508196721312,143
2,MWG,short_20d,stacking_final,6.458420958564188,4.071825816453412,2.959336402973818,3.3539948304868044,-0.5990531012420484,17.0,0.6666666666666666,143
2,MWG,short_30d,cart,9.556609990718188,5.7155991925953185,3.6755163694220636,4.144542304216583,-0.4494222511004512,17.0,0.82,138
2,MWG,short_30d,stacking_final,7.136140954867434,4.441098671226453,3.15575634586021,3.609151911793424,-0.4851143696099467,11.0,0.6842105263157895,138
2,MWG,short_5d,cart,-0.014324315761793938,-0.011565688079452241,0.16382381107023505,0.13539100429619857,-0.4190435231076508,19.0,0.5555555555555556,151
2,MWG,short_5d,stacking_final,0.3927382817174476,0.3061731431170569,0.8686458976175568,1.213611216288361,-0.37668577718314566,7.0,0.5192307692307693,151
2,SSI,long_3m,cart,56.22077613503425,25.127656195782773,3.1557843927266105,12.055798585974301,-0.8466085209782942,12.0,0.4489795918367347,122
2,SSI,long_3m,stacking_final,-0.9958427913861849,-0.9879756832912033,-4.6316565965220615,-7.372518428855632,-0.9947629939906188,2.0,0.15476190476190477,122
2,SSI,long_6m,cart,1042.1058596389887,273.81243328091546,4.608272878875788,11.514413645314502,-0.9348047371932805,4.0,0.625,90
2,SSI,long_6m,stacking_final,-0.877599534587388,-0.8168275721469712,-2.669830676431774,-2.0742362642312266,-0.9348047371932805,1.0,0.28,90
2,SSI,short_10d,cart,5.037900726987499,3.2757726160867753,2.3598332392095336,3.6412118300137974,-0.6756031089654269,22.0,0.6181818181818182,148
2,SSI,short_10d,stacking_final,-0.5131951344399728,-0.44106764556323574,-0.4342193427617338,-0.6361190117121582,-0.8094626134632154,8.0,0.48148148148148145,148
2,SSI,short_20d,cart,8.012094144390383,4.909775794000898,2.2778931912045453,4.39332958808972,-0.7863151341262246,13.0,0.6363636363636364,143
2,SSI,short_20d,stacking_final,4.701848744268553,3.0824187302453057,1.811741695813138,3.633786346861994,-0.8827839500315955,9.0,0.5543478260869565,143
2,SSI,short_30d,cart,87.43410890898024,36.41237069629838,3.331463539868081,9.189976070334227,-0.870642613745703,15.0,0.631578947368421,138
2,SSI,short_30d,stacking_final,-0.8878863841778752,-0.8293711481206002,-1.2755600309039232,-2.570688602259385,-0.9541751296589348,7.0,0.44329896907216493,138
2,SSI,short_5d,cart,0.8294732803685627,0.6274634826972039,1.7488879030585793,1.8688238327919047,-0.2336432015177311,50.0,0.6451612903225806,151
2,SSI,short_5d,stacking_final,0.6637192905284108,0.507491745443694,1.0922638334409214,1.7773185981500708,-0.5230010188113485,6.0,0.5096153846153846,151
